-351.142820 -303.273620 -287.963910 -248.203590 -385.627890 -331.314110 -293.527520 -257.556160 -411.960950 -357.485680 -313.125780 -284.823190 -421.014910 -391.945460 -370.895340 -343.938580 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-353.475740 -300.457160 -299.806890 -271.630110 -386.434680 -317.605150 -321.286230 -287.920070 -377.259170 -357.836180 -343.658460 -292.433610 -418.291810 -386.355670 -381.564200 -349.250600 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-348.258030 -304.612360 -278.285760 -227.233800 -377.994680 -366.926160 -311.559870 -270.960330 -397.309050 -372.925870 -336.623970 -295.090060 -455.781510 -412.008160 -352.685520 -330.682480 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-346.206040 -300.656260 -290.168180 -262.889240 -353.191000 -330.441830 -295.259620 -264.325490 -389.214370 -349.829530 -323.314360 -302.292900 -423.009120 -369.415910 -391.525600 -343.335570 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-342.015070 -306.242770 -262.723580 -244.349040 -352.268730 -349.787640 -323.471830 -258.513150 -430.448570 -371.349820 -347.588960 -290.731850 -412.756160 -401.362370 -358.880370 -331.591700 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-349.233250 -317.080660 -281.751670 -246.933590 -373.271240 -327.793330 -300.638260 -291.273900 -372.656390 -357.337450 -325.380470 -290.508350 -422.874470 -379.807140 -375.945160 -344.728720 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-332.940050 -331.764680 -278.239950 -258.114260 -342.370760 -334.677060 -319.290000 -284.150070 -381.855730 -358.045630 -325.363430 -299.102740 -432.250920 -393.532300 -365.454190 -339.849710 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-321.192310 -278.024460 -265.743600 -262.617770 -369.267450 -343.615020 -320.427810 -292.227390 -431.783710 -384.464840 -335.646050 -314.236760 -424.978310 -416.181730 -371.631270 -329.464830 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-343.973830 -308.895010 -288.702000 -233.065400 -366.626530 -327.149590 -298.068560 -278.563490 -400.716130 -359.986580 -321.055260 -308.970880 -452.347820 -397.947520 -343.339940 -342.146190 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-338.654900 -315.914110 -267.098210 -249.941450 -363.311150 -329.844350 -299.663860 -279.608670 -411.839510 -369.024230 -352.617750 -306.211220 -401.407980 -406.228800 -375.609680 -344.575790 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-317.149890 -285.436710 -272.000530 -243.628090 -377.490430 -334.941880 -301.301860 -306.229100 -417.737110 -356.983430 -352.496200 -315.236810 -416.966960 -362.027850 -369.003210 -335.841990 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
-349.173740 -320.997630 -292.357160 -263.441990 -360.461940 -362.744850 -290.325770 -273.339630 -400.332500 -374.435740 -343.921990 -299.105700 -439.264310 -401.724180 -370.429010 -336.606440 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 
