3138.4563 6609.9865 
2907.9518 6951.8162 
2883.5430 7162.9492 
3065.9152 7273.3966 
3016.0564 7114.0322 
2878.3769 6726.6754 
2695.3938 6535.1000 
2955.5933 6374.6633 
3107.9706 6529.6220 
3147.2763 6494.1953 
2871.7523 6595.1223 
2774.5223 6552.6564 
2858.4762 6513.8247 
2859.9499 6290.8427 
2816.6052 6380.2636 
2927.3762 6213.9300 
2820.6444 6157.9440 
2934.7842 6096.7698 
3288.7210 6168.6970 
3262.3064 6694.5296 
3204.0041 6387.9011 
3129.4080 6661.5637 
3040.2601 6490.8683 
2883.7999 5733.8371 
2839.9481 6454.6609 
3060.9988 6280.4860 
2876.9963 6274.6246 
2845.3318 5792.8900 
3190.3163 6277.7313 
3447.1953 6540.5386 
3310.9222 6874.0988 
3267.5693 7460.5609 
3371.2652 6936.5607 
3285.1335 7274.1758 
3146.8274 6738.7793 
3298.6870 6049.8786 
2943.2613 5952.3167 
2978.2212 5827.7657 
3046.5691 6012.0849 
2870.4391 5755.8131 
2941.6551 6286.5681 
2783.5621 6372.6340 
2725.8314 6484.8240 
2990.5488 6672.9934 
3108.0819 6326.0595 
3033.1888 6465.6174 
3172.0719 6709.7409 
3001.4256 6482.7240 
2956.3401 6628.2165 
2993.6564 6460.3127 
3073.6653 5978.9889 
3003.1624 6443.1004 
2974.4230 6611.9195 
3235.6882 6079.7509 
3592.2017 5164.2496 
3772.2063 5749.7358 
3644.8735 5688.9360 
3328.4059 6101.4375 
3360.7033 6309.0442 
3154.7393 6268.4887 
3284.8609 6391.2915 
3041.2090 6096.0317 
2938.8042 6341.0024 
3021.5680 6165.5382 
2898.8051 6464.8184 
2954.8568 5860.8334 
3087.4464 6438.6113 
3257.9830 6620.0587 
3134.2411 6147.9901 
3355.1067 7216.7435 
2952.7561 6336.9637 
3086.0846 6462.2905 
2884.0978 5620.7757 
2995.3022 5806.0170 
2836.4000 5810.2630 
2750.7295 6233.4812 
2794.5064 6542.0213 
2830.6778 6005.2793 
2750.8401 6474.3034 
2811.8401 6693.0742 
2772.7339 6799.1304 
2943.5047 6311.9287 
2862.5726 6242.6960 
2848.2965 6214.0495 
