-370.562760 -251.305410 
-380.840950 -237.013590 
-381.353740 -230.105950 
-369.114290 -226.835200 
-371.066920 -232.490460 
-378.115170 -243.698920 
-388.582420 -250.322680 
-375.838980 -261.134750 
-369.888440 -255.463780 
-367.695480 -257.202240 
-382.088860 -249.085940 
-386.979140 -252.179390 
-382.637460 -252.826160 
-380.831120 -265.877930 
-383.048780 -259.902710 
-377.695730 -265.024080 
-385.116330 -264.545080 
-383.430250 -269.217150 
-366.716130 -269.794440 
-366.992860 -245.238190 
-366.912050 -264.473160 
-369.332880 -250.569980 
-373.167420 -257.768730 
-380.296540 -292.514970 
-382.981550 -252.076050 
-371.231550 -261.948910 
-380.832160 -258.364980 
-382.222340 -286.640290 
-367.003540 -264.745120 
-357.575410 -258.092210 
-366.310850 -245.749310 
-367.631300 -215.536550 
-360.751450 -248.028750 
-364.446000 -222.554570 
-370.564860 -242.139310 
-361.327650 -273.293840 
-379.338190 -276.323230 
-376.570810 -282.015670 
-372.938050 -270.764230 
-382.428360 -285.889180 
-376.278770 -260.306880 
-382.095330 -261.394930 
-386.648920 -260.303670 
-374.937480 -247.718420 
-370.365800 -266.782990 
-375.823180 -258.034620 
-368.199830 -243.246660 
-374.544060 -253.268710 
-375.467610 -246.307110 
-373.508020 -253.233740 
-369.589340 -279.590610 
-373.909460 -254.781440 
-377.210080 -242.289330 
-367.100330 -264.690650 
-351.974140 -309.179840 
-343.712220 -276.437880 
-349.440120 -284.007740 
-364.681370 -266.279730 
-361.513020 -259.028540 
-371.787930 -262.321470 
-364.280430 -257.066700 
-375.585470 -271.833780 
-377.146680 -257.205590 
-372.018070 -265.116890 
-379.164960 -247.999170 
-377.659400 -281.376200 
-373.243880 -254.082560 
-366.174720 -249.005030 
-373.396190 -278.197420 
-361.300200 -220.808310 
-381.624690 -262.884900 
-371.629030 -247.987090 
-379.623010 -289.774110 
-371.557670 -276.165440 
-379.796320 -277.682490 
-385.622500 -257.676190 
-385.310190 -241.681140 
-381.844490 -274.548700 
-384.507500 -250.769660 
-379.263420 -242.652140 
-382.208500 -238.325250 
-374.809860 -264.578190 
-381.881740 -264.440900 
-384.070860 -260.983750 
-369.017910 -294.784940 
-363.250700 -257.930030 
-384.878050 -267.487190 
-366.821050 -266.599470 
-367.953040 -265.297780 
-378.096440 -279.046310 
-381.380570 -264.851380 
-376.324530 -276.281150 
-383.324320 -259.425700 
-383.067290 -278.593660 
-377.130210 -303.812590 
-370.634720 -252.134170 
-374.757720 -290.588000 
-370.140320 -292.203190 
-361.128580 -267.430160 
-375.874330 -274.792670 
-378.396690 -263.918790 
-374.577150 -258.416660 
-376.316470 -252.415570 
-385.182940 -284.802680 
-377.794410 -251.880810 
-379.085860 -248.206570 
-381.095590 -290.013760 
-365.662860 -274.035370 
-373.900110 -275.298090 
-380.391640 -271.073050 
-383.096490 -285.026570 
-374.608200 -254.393010 
-383.446550 -267.081550 
-382.556970 -253.481270 
-378.830380 -250.248530 
-385.384770 -235.782760 
-366.057280 -252.286360 
-369.689160 -252.271160 
-379.344820 -270.106550 
-367.298400 -276.430980 
-362.275380 -253.450190 
-372.885940 -265.326610 
-372.383380 -276.885120 
-370.492590 -261.471570 
-377.250010 -243.996250 
-385.947930 -248.666220 
-387.640990 -232.151500 
-379.213280 -237.831590 
-376.085770 -251.117970 
-372.686460 -234.352150 
-366.376650 -258.891750 
-373.606110 -255.337350 
-365.016220 -279.170530 
-359.081410 -298.454930 
-363.846920 -276.263850 
-369.440160 -283.968440 
-376.898520 -268.811840 
-376.857210 -259.844010 
